sentimento;palabra
desagrado;terrorismo
miedo;terrorismo
negativo;terrorismo
tristeza;terrorismo
enfado;terrorista
desagrado;terrorista
miedo;terrorista
negativo;terrorista
tristeza;terrorista
sorpresa;terrorista
enfado;aterrorizar
miedo;aterrorizar
negativo;aterrorizar
tristeza;aterrorizar
anticipacion;testamento
confianza;testamento
confianza;testimonio
desagrado;tétanos
negativo;tétanos
negativo;atar
alegria;agradecido
positivo;agradecido
alegria;acción de gracias
positivo;acción de gracias
enfado;robo
desagrado;robo
miedo;robo
negativo;robo
tristeza;robo
desagrado;teísmo
negativo;teísmo
enfado;teocrático
miedo;teocrático
negativo;teocrático
tristeza;teocrático
confianza;teocrático
confianza;teológico
anticipacion;teología
confianza;teorema
positivo;teórico
anticipacion;teoría
confianza;teoría
alegria;terapéutico
positivo;terapéutico
confianza;terapéutico
positivo;terapéutica
anticipacion;par termoeléctrico
confianza;termómetro
enfado;ladrón
desagrado;ladrón
miedo;ladrón
negativo;ladrón
tristeza;ladrón
sorpresa;ladrón
positivo;pensador
anticipacion;sed
tristeza;sed
sorpresa;sed
negativo;sediento
miedo;decimotercero
negativo;espina
miedo;espinoso
negativo;espinoso
positivo;pura sangre
anticipacion;pensamiento
positivo;pensativo
confianza;pensativo
positivo;consideración
enfado;desconsiderado
desagrado;desconsiderado
negativo;desconsiderado
enfado;movimiento de piernas
desagrado;movimiento de piernas
miedo;movimiento de piernas
negativo;movimiento de piernas
tristeza;movimiento de piernas
enfado;amenaza
miedo;amenaza
negativo;amenaza
enfado;amenazar
anticipacion;amenazar
miedo;amenazar
negativo;amenazar
enfado;amenazante
desagrado;amenazante
miedo;amenazante
negativo;amenazante
enfado;trillar
miedo;trillar
negativo;trillar
tristeza;trillar
desagrado;ahorro
positivo;ahorro
confianza;ahorro
anticipacion;emoción
miedo;emoción
alegria;emoción
positivo;emoción
sorpresa;emoción
anticipacion;emocionante
alegria;emocionante
positivo;emocionante
sorpresa;emocionante
anticipacion;próspero
alegria;próspero
positivo;próspero
miedo;palpitar
negativo;palpitar
tristeza;palpitar
positivo;trono
confianza;trono
enfado;acelerador
negativo;acelerador
enfado;matón
desagrado;matón
miedo;matón
negativo;matón
enfado;golpear
negativo;golpear
miedo;descomunal
enfado;tremendo
miedo;tremendo
negativo;tremendo
negativo;frustrar
sorpresa;frustrar
anticipacion;cosquillas
alegria;cosquillas
positivo;cosquillas
sorpresa;cosquillas
confianza;cosquillas
enfado;pelea
negativo;pelea
enfado;apretar
positivo;embaldosado
anticipacion;hora
positivo;oportuno
miedo;tímido
negativo;tímido
tristeza;tímido
anticipacion;timidez
miedo;timidez
negativo;timidez
alegria;oropel
positivo;oropel
negativo;achispado
enfado;diatriba
desagrado;diatriba
negativo;diatriba
negativo;cansado
negativo;cansancio
negativo;cansado
negativo;teta
positivo;título
confianza;título
desagrado;sapo
negativo;sapo
alegria;brindis
positivo;brindis
negativo;tabaco
desagrado;baño
negativo;baño
negativo;trabajos forzados
positivo;tolerante
enfado;tolerar
negativo;tolerar
tristeza;tolerar
positivo;tolerancia
tristeza;tumba
anticipacion;mañana
miedo;dolor de muelas
negativo;dolor de muelas
anticipacion;parte superior
positivo;parte superior
confianza;parte superior
sorpresa;derrocar
enfado;tormento
miedo;tormento
negativo;tormento
tristeza;tormento
negativo;Rasgado
miedo;tornado
enfado;torpedo
negativo;torpedo
miedo;torrente
negativo;tórrido
negativo;agravio
enfado;tortuoso
desagrado;tortuoso
negativo;tortuoso
enfado;tortura
anticipacion;tortura
desagrado;tortura
miedo;tortura
negativo;tortura
tristeza;tortura
negativo;tocado
enfado;quisquilloso
negativo;quisquilloso
tristeza;quisquilloso
negativo;difícil
tristeza;difícil
enfado;tenacidad
miedo;tenacidad
positivo;tenacidad
confianza;tenacidad
positivo;torre
anticipacion;imponente
miedo;imponente
positivo;imponente
desagrado;tóxico
negativo;tóxico
miedo;toxina
negativo;toxina
anticipacion;pista
miedo;tracto
confianza;comercio
positivo;tradicional
miedo;tragedia
negativo;tragedia
tristeza;tragedia
negativo;trágico
confianza;entrenador
enfado;traidor
desagrado;traidor
miedo;traidor
negativo;traidor
tristeza;traidor
desagrado;vagabundo
miedo;vagabundo
negativo;vagabundo
tristeza;vagabundo
negativo;trance
alegria;tranquilo
positivo;tranquilo
alegria;tranquilidad
positivo;tranquilidad
confianza;tranquilidad
confianza;transacción
anticipacion;trascendencia
alegria;trascendencia
positivo;trascendencia
sorpresa;trascendencia
confianza;trascendencia
positivo;trascendental
confianza;transcripción
negativo;transgresión
anticipacion;transicional
confianza;Traducción
negativo;adornos
negativo;trampas
desagrado;basura
negativo;basura
tristeza;basura
desagrado;baja calidad
negativo;baja calidad
enfado;traumático
miedo;traumático
negativo;traumático
tristeza;traumático
negativo;dolores del parto
positivo;de viaje
desagrado;parodia
miedo;parodia
negativo;parodia
tristeza;parodia
enfado;traicionero
desagrado;traicionero
miedo;traicionero
negativo;traicionero
enfado;traición
miedo;traición
negativo;traición
tristeza;traición
sorpresa;traición
anticipacion;rueda de andar
enfado;traición
desagrado;traición
miedo;traición
negativo;traición
sorpresa;traición
anticipacion;tesoro
alegria;tesoro
positivo;tesoro
confianza;tesoro
confianza;tesorero
enfado;tratar
anticipacion;tratar
desagrado;tratar
miedo;tratar
alegria;tratar
negativo;tratar
positivo;tratar
tristeza;tratar
sorpresa;tratar
confianza;tratar
enfado;árbol
anticipacion;árbol
desagrado;árbol
alegria;árbol
positivo;árbol
sorpresa;árbol
confianza;árbol
miedo;temblor
negativo;temblor
positivo;tremendamente
enfado;temblor
anticipacion;temblor
miedo;temblor
negativo;temblor
tristeza;temblor
positivo;tendencia
positivo;de moda
anticipacion;miedo
miedo;miedo
negativo;miedo
sorpresa;miedo
enfado;pecado
negativo;pecado
confianza;tribu
miedo;tribulación
negativo;tribulación
tristeza;tribulación
anticipacion;tribunal
desagrado;tribunal
miedo;tribunal
negativo;tribunal
confianza;tribunal
confianza;tribuna
anticipacion;afluente
positivo;afluente
positivo;tributo
negativo;truco
sorpresa;truco
enfado;astucia
desagrado;astucia
miedo;astucia
negativo;astucia
tristeza;astucia
sorpresa;astucia
negativo;nimiedad
positivo;trigonometría
sorpresa;viaje
enfado;tropezar
negativo;tropezar
tristeza;tropezar
anticipacion;triunfo
alegria;triunfo
positivo;triunfo
anticipacion;triunfante
alegria;triunfante
positivo;triunfante
confianza;triunfante
enfado;Troll
miedo;Troll
negativo;Troll
anticipacion;trofeo
alegria;trofeo
positivo;trofeo
sorpresa;trofeo
confianza;trofeo
enfado;molesto
miedo;molesto
negativo;molesto
alegria;tregua
positivo;tregua
confianza;tregua
confianza;camión
alegria;cierto
positivo;cierto
confianza;cierto
sorpresa;triunfo
negativo;trompeta
confianza;braguero
confianza;confiar
confianza;fideicomisario
positivo;fiel
positivo;verdad
confianza;verdad
confianza;veraz
positivo;veracidad
confianza;veracidad
negativo;caída
miedo;tumor
negativo;tumor
miedo;tumor
negativo;tumor
tristeza;tumor
enfado;tumulto
miedo;tumulto
negativo;tumulto
sorpresa;tumulto
enfado;tumultuoso
miedo;tumultuoso
negativo;tumultuoso
enfado;turbulencia
miedo;turbulencia
negativo;turbulencia
miedo;turbulento
negativo;turbulento
enfado;confusión
miedo;confusión
negativo;confusión
tristeza;confusión
enfado;pelea
positivo;tutela
confianza;tutela
positivo;tutor
positivo;gemelo
anticipacion;centelleo
alegria;centelleo
positivo;centelleo
negativo;contracción nerviosa
miedo;tifón
negativo;tifón
enfado;tiránico
desagrado;tiránico
miedo;tiránico
negativo;tiránico
miedo;tiranía
negativo;tiranía
tristeza;tiranía
enfado;tirano
desagrado;tirano
miedo;tirano
negativo;tirano
tristeza;tirano
desagrado;fealdad
miedo;fealdad
negativo;fealdad
tristeza;fealdad
desagrado;feo
negativo;feo
enfado;úlcera
desagrado;úlcera
miedo;úlcera
negativo;úlcera
tristeza;úlcera
negativo;ulterior
anticipacion;último
tristeza;último
anticipacion;por último
positivo;por último
enfado;ultimátum
miedo;ultimátum
negativo;ultimátum
positivo;árbitro
confianza;árbitro
negativo;incapaz
tristeza;incapaz
negativo;inaceptable
tristeza;inaceptable
anticipacion;inexplicable
desagrado;inexplicable
negativo;inexplicable
tristeza;inexplicable
confianza;inexplicable
tristeza;no reconocido
positivo;unanimidad
positivo;unánime
sorpresa;no anticipado
negativo;no aprobado
positivo;modesto
negativo;Sin adjuntar
enfado;inalcanzable
negativo;inalcanzable
tristeza;inalcanzable
desagrado;no atractivo
negativo;no atractivo
tristeza;no atractivo
negativo;no autorizado
negativo;inevitable
negativo;inconsciente
desagrado;inaguantable
negativo;inaguantable
tristeza;inaguantable
anticipacion;invicto
alegria;invicto
negativo;invicto
positivo;invicto
tristeza;invicto
sorpresa;invicto
negativo;incredulidad
negativo;increíble
positivo;imparcial
negativo;no nacido
positivo;irrompible
enfado;desenfrenado
anticipacion;desenfrenado
miedo;desenfrenado
negativo;desenfrenado
positivo;desenfrenado
sorpresa;desenfrenado
positivo;intacto
confianza;intacto
miedo;misterioso
negativo;misterioso
sorpresa;misterioso
enfado;indiferente
desagrado;indiferente
negativo;indiferente
tristeza;indiferente
enfado;incierto
desagrado;incierto
miedo;incierto
negativo;incierto
sorpresa;incierto
negativo;inmutable
desagrado;inmundo
negativo;inmundo
negativo;incómodo
desagrado;excesivo
negativo;excesivo
negativo;inconsciente
negativo;inconstitucional
alegria;sin restricciones
positivo;sin restricciones
enfado;incontrolable
anticipacion;incontrolable
negativo;incontrolable
sorpresa;incontrolable
negativo;sin control
sorpresa;descubrir
anticipacion;indeciso
miedo;indeciso
negativo;indeciso
sorpresa;subestimar
positivo;subrayar
negativo;socavado
enfado;poco pagado
negativo;poco pagado
tristeza;poco pagado
negativo;sietemesino
positivo;comprensión
confianza;comprensión
tristeza;enterrador
anticipacion;empresa
positivo;suscribir
confianza;suscribir
enfado;indeseable
desagrado;indeseable
miedo;indeseable
negativo;indeseable
tristeza;indeseable
negativo;no deseado
tristeza;no deseado
anticipacion;no revelado
sorpresa;sin descubrir
positivo;indiviso
negativo;deshacer
anticipacion;sin alguna duda
desagrado;sin alguna duda
anticipacion;eterno
alegria;eterno
positivo;eterno
tristeza;eterno
confianza;eterno
anticipacion;inquietud
negativo;inquietud
tristeza;inquietud
desagrado;difícil
miedo;difícil
negativo;difícil
negativo;deseducado
tristeza;deseducado
miedo;desempleados
negativo;desempleados
tristeza;desempleados
enfado;desigual
desagrado;desigual
miedo;desigual
negativo;desigual
tristeza;desigual
confianza;inequívoco
positivo;inequívocamente
negativo;desigual
anticipacion;inesperado
miedo;inesperado
alegria;inesperado
negativo;inesperado
positivo;inesperado
sorpresa;inesperado
sorpresa;inesperadamente
anticipacion;inexplicable
negativo;inexplicable
tristeza;inexplicable
enfado;injusto
desagrado;injusto
negativo;injusto
tristeza;injusto
enfado;injusticia
negativo;injusticia
tristeza;injusticia
desagrado;infiel
negativo;infiel
desagrado;desfavorable
negativo;desfavorable
tristeza;desfavorable
negativo;inconcluso
anticipacion;desplegar
positivo;desplegar
sorpresa;imprevisto
enfado;implacable
negativo;implacable
tristeza;implacable
negativo;desgraciado
tristeza;desgraciado
enfado;hostil
desagrado;hostil
miedo;hostil
negativo;hostil
tristeza;hostil
enfado;incumplido
anticipacion;incumplido
negativo;incumplido
tristeza;incumplido
sorpresa;incumplido
negativo;sin amueblar
negativo;impío
tristeza;impío
enfado;desagradecido
desagrado;desagradecido
negativo;desagradecido
sorpresa;sin defensa
negativo;infelicidad
tristeza;infelicidad
enfado;infeliz
desagrado;infeliz
negativo;infeliz
tristeza;infeliz
desagrado;insalubre
miedo;insalubre
negativo;insalubre
tristeza;insalubre
miedo;impío
negativo;impío
anticipacion;unificación
alegria;unificación
positivo;unificación
confianza;unificación
positivo;uniformemente
negativo;no imaginable
positivo;no imaginable
sorpresa;no imaginable
negativo;sin importancia
tristeza;sin importancia
negativo;no impresionado
negativo;sin mejoras
positivo;no infectado
negativo;no informado
negativo;no iniciado
negativo;no inspirado
tristeza;no inspirado
negativo;ininteligible
sorpresa;involuntario
sorpresa;involuntario
negativo;involuntariamente
sorpresa;involuntariamente
negativo;desinteresado
tristeza;desinteresado
negativo;poco interesante
tristeza;poco interesante
tristeza;no invitado
positivo;único
sorpresa;único
positivo;unísono
positivo;unitario
positivo;unido
confianza;unido
positivo;unidad
confianza;unidad
anticipacion;Universidad
positivo;Universidad
enfado;injusto
negativo;injusto
enfado;injustificable
desagrado;injustificable
miedo;injustificable
negativo;injustificable
negativo;injustificado
enfado;cruel
desagrado;cruel
miedo;cruel
negativo;cruel
tristeza;cruel
anticipacion;desconocido
miedo;desconocido
negativo;desconocido
enfado;ilegal
desagrado;ilegal
miedo;ilegal
negativo;ilegal
tristeza;ilegal
negativo;no licenciado
positivo;ilimitado
enfado;desafortunado
desagrado;desafortunado
miedo;desafortunado
negativo;desafortunado
tristeza;desafortunado
desagrado;inmanejable
negativo;inmanejable
desagrado;antinatural
miedo;antinatural
negativo;antinatural
negativo;no oficial
enfado;no pagado
negativo;no pagado
tristeza;no pagado
desagrado;desagradable
negativo;desagradable
tristeza;desagradable
desagrado;impopular
negativo;impopular
tristeza;impopular
sorpresa;sin precedentes
negativo;impredecible
sorpresa;impredecible
negativo;desprevenido
positivo;no pretencioso
negativo;improductivo
negativo;improductivo
negativo;desprotegido
anticipacion;inédito
negativo;inédito
tristeza;inédito
positivo;incuestionable
confianza;incuestionable
positivo;incuestionablemente
confianza;incuestionablemente
positivo;incontestable
confianza;incontestable
negativo;no fidedigno
confianza;no fidedigno
negativo;no correspondido
tristeza;no correspondido
anticipacion;irresoluto
miedo;agitación
tristeza;agitación
enfado;revoltoso
desagrado;revoltoso
miedo;revoltoso
negativo;revoltoso
miedo;inseguro
negativo;inseguro
desagrado;insatisfactorio
negativo;insatisfactorio
desagrado;insatisfecho
negativo;insatisfecho
tristeza;insatisfecho
negativo;desagradable
positivo;indemne
negativo;poco escrupuloso
tristeza;estar a pie
positivo;altruista
enfado;inestable
desagrado;inestable
miedo;inestable
negativo;inestable
desagrado;feo
negativo;feo
negativo;no sofisticado
miedo;indecible
negativo;indecible
miedo;inestable
negativo;inestable
sorpresa;inestable
miedo;inestable
negativo;fracasado
tristeza;fracasado
negativo;inadecuado
negativo;no reconocido
negativo;sin soporte
anticipacion;insuperado
miedo;insuperado
alegria;insuperado
positivo;insuperado
confianza;insuperado
sorpresa;nada suspicaz
negativo;insostenible
enfado;no simpático
negativo;no simpático
negativo;salvaje
negativo;insostenible
enfado;inconcebible
desagrado;inconcebible
miedo;inconcebible
negativo;inconcebible
desagrado;desordenado
negativo;desordenado
alegria;desatar
negativo;desatar
positivo;desatar
negativo;prematuro
negativo;intitulado
tristeza;intitulado
anticipacion;incalculable
negativo;incalculable
enfado;adverso
desagrado;adverso
negativo;adverso
negativo;inexperto
negativo;falso
enfado;indigno de confianza
negativo;indigno de confianza
anticipacion;inconfirmado
negativo;injustificado
desagrado;sucio
negativo;sucio
positivo;inquebrantable
confianza;inquebrantable
negativo;molesto
tristeza;molesto
negativo;indispuesto
tristeza;indispuesto
negativo;renuencia
negativo;imprudente
negativo;involuntario
desagrado;indigno de
negativo;indigno de
negativo;inflexible
enfado;convulsión
miedo;convulsión
negativo;convulsión
tristeza;convulsión
anticipacion;cuesta arriba
miedo;cuesta arriba
negativo;cuesta arriba
positivo;cuesta arriba
anticipacion;edificación
alegria;edificación
positivo;edificación
confianza;edificación
positivo;vertical
confianza;vertical
enfado;levantamiento
anticipacion;levantamiento
miedo;levantamiento
negativo;levantamiento
negativo;escándalo
enfado;trastornado
negativo;trastornado
tristeza;trastornado
negativo;pilluelo
anticipacion;urgencia
miedo;urgencia
sorpresa;urgencia
anticipacion;urgente
miedo;urgente
negativo;urgente
sorpresa;urgente
tristeza;urna
positivo;utilidad
negativo;inútil
positivo;ujier
confianza;ujier
positivo;usual
confianza;usual
enfado;usurpar
negativo;usurpar
enfado;usurpado
miedo;usurpado
negativo;usurpado
negativo;usura
positivo;utilidad
anticipacion;utópico
alegria;utópico
positivo;utópico
confianza;utópico
negativo;vacante
anticipacion;vacaciones
alegria;vacaciones
positivo;vacaciones
positivo;vacuna
desagrado;vacío
negativo;vacío
negativo;vago
negativo;vaguedad
desagrado;vanamente
negativo;vanamente
tristeza;vanamente
positivo;valiente
miedo;validez
positivo;valor
